2.1792,0.2392,0.83613,959.31,-859.97,30
1.9919,0.22002,0.90898,830.36,-730.63,30
2.4901,0.17302,1,732.17,-651.81,25.953
2.2941,0.16755,1,672.36,-595.74,25.132
1.8005,0.24681,0.81032,885.67,-786.4,30
1.657,0.21807,0.91707,741.4,-641.62,29.998
1.6288,0.15502,0.95437,509.89,-446.37,22.193
1.9962,0.19388,0.99999,722.68,-627.04,29.082
1.5176,0.1681,0.93225,535.27,-466.62,23.507
1.7402,0.2442,0.819,859.09,-759.8,30
2.336,0.20485,0.97632,843.68,-743.42,30
1.7106,0.20738,0.96372,713.99,-613.95,29.978
2.4939,0.20454,0.9778,877.33,-777.06,30
2.3714,0.21445,0.93264,896.95,-797.05,30
2.3534,0.18967,1,778.93,-686.52,28.45
2.4476,0.17357,1,726.64,-645.91,26.036
1.537,0.23391,0.85503,767.43,-668.01,30
2.3155,0.24842,0.80508,1037.4,-938.17,30
1.8314,0.15313,0.99351,535.63,-469.03,22.821
2.1101,0.19444,1,748.8,-652.72,29.166
1.7596,0.18434,0.97983,638.25,-552.78,27.093
1.7724,0.19188,0.98223,668.87,-577.54,28.271
1.6778,0.17208,0.964,578.28,-503.23,24.883
1.9192,0.23127,0.86479,857.59,-758.13,30
1.7963,0.19544,0.98678,687.21,-592.5,28.928
1.8324,0.19914,0.99328,708.88,-610.22,29.671
2.4351,0.16629,1,692.38,-616.59,24.944
1.8866,0.21317,0.93821,777.22,-677.28,29.999
1.8629,0.20803,0.96132,751.1,-650.98,29.998
2.1041,0.22137,0.90346,863.5,-763.81,30
1.8771,0.16786,0.99981,598.12,-521.32,25.174
2.3104,0.24285,0.82355,1011.2,-911.87,30
1.5742,0.17477,0.94355,568.54,-494.4,24.736
1.6368,0.22908,0.87303,776.38,-676.87,30
1.8081,0.17099,0.9891,597.71,-520.16,25.368
2.4509,0.17259,1,722.93,-642.88,25.888
2.1254,0.17763,1,682.84,-599.25,26.645
2.3246,0.24303,0.82296,1015.9,-916.56,30
1.6217,0.21168,0.94432,709.64,-609.74,29.984
1.5191,0.17663,0.93254,564.39,-490.53,24.707
2.3809,0.15751,1,644.86,-574.8,23.626
2.0128,0.2074,0.96428,782.51,-682.35,29.999
2.0114,0.22591,0.88532,859.47,-759.89,30
2.1898,0.15713,1,610.85,-541.03,23.57
1.5135,0.20622,0.93133,665.21,-571.66,28.809
1.5419,0.16909,0.93712,543.06,-473.23,23.768
2.1317,0.19638,1,761.44,-663.84,29.457
2.0053,0.19769,0.99999,739.91,-641.29,29.653
1.8653,0.20312,0.98437,731.77,-631.49,29.991
1.7195,0.2128,0.93975,736.63,-636.69,29.997
1.6125,0.16248,0.95117,532.93,-465.39,23.181
1.5564,0.18388,0.94,596.58,-517.09,25.927
2.3336,0.1605,1,649.51,-577.53,24.075
1.8219,0.19151,0.99169,677.45,-584.95,28.487
1.9706,0.23724,0.84303,895.02,-795.65,30
1.5507,0.17496,0.93887,564.73,-491.09,24.639
1.8049,0.17506,0.98852,612.28,-532.05,25.958
2.1806,0.19518,1,766.74,-670.09,29.277
1.5537,0.21427,0.93276,703.01,-603.22,29.98
2.2755,0.1827,1,733.17,-645.94,27.405
2.359,0.17834,1,730.72,-646.63,26.752
2.163,0.15144,1,583.29,-517.03,22.715
2.318,0.16569,1,668.79,-593.41,24.853
1.6068,0.23324,0.85746,783.45,-684.02,30
1.9777,0.20034,0.99814,744.73,-644.31,29.995
1.673,0.20242,0.96291,687.18,-591.11,29.236
2.066,0.18826,1,714.38,-623.04,28.239
2.0358,0.15448,0.99999,574.34,-506.2,23.172
1.9043,0.15931,0.99995,570.64,-499.44,23.896
1.6687,0.21955,0.9109,749.69,-649.95,29.999
2.3293,0.21218,0.94259,876.49,-776.51,30
2.1557,0.18346,1,712.71,-624.93,27.519
1.9835,0.2197,0.91034,826.97,-727.23,30
2.22,0.24573,0.8139,998.76,-899.48,30
1.7811,0.20762,0.9631,730.91,-630.79,29.994
2.374,0.21827,0.91631,915.47,-815.69,30
1.757,0.1596,0.9794,547.22,-478.19,23.446
2.3791,0.15071,1,615.51,-549.7,22.607
1.6985,0.21873,0.91434,753.89,-654.13,29.999
1.7054,0.24066,0.83105,836.51,-737.18,30
2.0522,0.21627,0.92477,829.21,-729.37,30
1.7648,0.16698,0.98087,575.37,-501.49,24.568
1.5784,0.17637,0.94439,574.84,-499.59,24.984
1.7999,0.23166,0.86334,828.08,-728.62,30
1.8883,0.2036,0.98214,738.81,-638.53,29.995
1.5307,0.21659,0.92309,705.72,-605.95,29.989
2.0734,0.18097,1,686.34,-600.37,27.146
1.8598,0.21156,0.94533,764.51,-664.51,29.999
2.2323,0.17581,1,695.69,-613.39,26.372
2.1914,0.15556,1,604.72,-535.89,23.335
1.7706,0.20183,0.98147,706.07,-607.3,29.713
1.5865,0.21384,0.9349,709.23,-609.37,29.988
2.2104,0.21885,0.91386,878.52,-778.75,30
1.9117,0.22055,0.9068,812.9,-713.19,30
2.2257,0.21009,0.95199,842.87,-742.82,30
2.1172,0.18585,1,714.89,-625.34,27.878
2.2919,0.15354,1,613.14,-545.58,23.031
1.5971,0.21353,0.93628,710.62,-610.75,29.989
1.7364,0.15296,0.97538,520.03,-455.48,22.379
2.4263,0.18417,1,769.4,-681.1,27.625
1.8492,0.23508,0.85075,854.19,-754.79,30
1.8123,0.15568,0.98989,541.97,-474.18,23.116
2.2377,0.21091,0.94828,849.36,-749.33,30
1.6163,0.18882,0.95192,626.05,-541.52,26.961
1.6908,0.23551,0.8492,813.79,-714.4,30
2.1375,0.17102,1,658.16,-579.18,25.653
2.2766,0.23284,0.85896,957.41,-857.97,30
1.9553,0.20116,0.99408,743.35,-642.96,29.995
2.1599,0.16478,1,636.82,-562.04,24.717
1.591,0.17152,0.9469,560.41,-487.87,24.362
2.2967,0.21733,0.92027,892.5,-792.69,30
1.7072,0.21119,0.94688,727.66,-627.67,29.995
2.0023,0.22418,0.89212,850.08,-750.46,30
1.75,0.21516,0.92947,752.8,-652.93,29.998
2.4362,0.16718,1,696.42,-620.05,25.076
2.2159,0.24139,0.82852,978.79,-879.47,30
1.6182,0.16871,0.95228,555.57,-484.12,24.098
2.3424,0.24235,0.82525,1017.7,-918.43,30
2.2591,0.23948,0.83513,982.2,-882.86,30
2.4813,0.23152,0.86386,1004.7,-905.29,30
2.3695,0.24266,0.8242,1026.6,-927.28,30
2.4751,0.22698,0.88114,981.56,-882.01,30
1.8835,0.15364,0.99987,545.82,-478.21,23.043
2.2487,0.19571,1,783.37,-686.3,29.356
1.6242,0.22088,0.90544,743.63,-643.93,29.999
2.1564,0.16401,1,633.03,-558.76,24.601
1.5209,0.19274,0.93289,619.95,-535.62,26.971
1.6971,0.17299,0.96776,585.03,-508.91,25.111
2.3764,0.19007,1,785.41,-692.7,28.51
1.8354,0.20699,0.96612,740.68,-640.53,29.996
1.7628,0.19647,0.98038,684.18,-589.73,28.892
1.9946,0.15784,0.99999,580.47,-510.2,23.676
1.9596,0.19753,0.99999,729.52,-631.02,29.628
2.3091,0.19799,1,806.07,-707.2,29.698
1.7482,0.23984,0.83388,845.14,-745.8,30
1.501,0.19228,0.92889,614.17,-530.72,26.79
2.3989,0.19164,1,797,-703.08,28.746
1.8411,0.22622,0.88408,817.73,-718.16,30
1.7033,0.18601,0.96896,633.36,-548.28,27.035
1.7221,0.20291,0.97228,699.69,-601.64,29.593
1.5028,0.24333,0.82193,790.31,-691.01,30
2.0965,0.15391,1,582.19,-514.4,23.086
2.2882,0.24819,0.80584,1028.7,-929.42,30
2.465,0.20897,0.95708,892.54,-792.44,30
2.1354,0.20404,0.98016,795.39,-695.1,29.999
1.7681,0.20137,0.98108,703.79,-605.44,29.634
2.1694,0.1791,1,697.35,-612.72,26.865
2.3649,0.23434,0.85344,987.42,-888.01,30
1.5443,0.1553,0.93761,496.85,-434.96,21.841
1.969,0.15863,0.99999,579.15,-508.38,23.794
1.8197,0.23606,0.84723,850.12,-750.74,30
1.6221,0.18155,0.95305,601.39,-521.62,25.953
2.0924,0.18538,1,707.97,-618.78,27.807
1.9786,0.23654,0.84553,894.34,-794.96,30
1.7357,0.18455,0.97524,634.39,-549.42,26.997
2.247,0.18774,1,748.96,-658,28.162
2.3356,0.20619,0.96996,849.91,-749.71,30
1.9814,0.24055,0.83144,911.27,-811.95,30
2.1748,0.24093,0.83013,965.55,-866.23,30
1.8025,0.20518,0.97445,726.1,-625.91,29.99
2.4251,0.23629,0.84643,1012.3,-912.94,30
1.8736,0.1685,0.99974,599.92,-522.69,25.269
2.3739,0.20998,0.95246,876.53,-776.47,30
1.7282,0.19825,0.97373,683.59,-588.86,28.956
1.8167,0.19843,0.9905,702.87,-605.23,29.482
2.0423,0.18672,0.99999,703.37,-613.18,28.008
2.0768,0.16831,1,636.11,-558.98,25.247
1.5275,0.1503,0.93424,477.39,-418.61,21.063
2.498,0.16031,1,677.14,-605.28,24.047
2.4053,0.18716,1,778.46,-687.94,28.074
1.6598,0.19076,0.96046,641.89,-554.73,27.483
1.5775,0.20362,0.94413,670.48,-576.66,28.837
2.4779,0.23597,0.84755,1024.9,-925.53,30
1.7845,0.18652,0.98464,651.23,-563.47,27.549
1.812,0.24547,0.81476,883.8,-784.52,30
2.1413,0.23743,0.84236,941.53,-842.17,30
2.1852,0.21535,0.92869,856.96,-757.09,30
2.3074,0.16494,1,663.72,-588.84,24.741
2.3977,0.21668,0.92301,913.73,-813.9,30
2.439,0.20911,0.95644,887.27,-787.18,30
