1.5432,0.15625,0.93737,4.9986e+05,-4.3747e+05,21.97,6.2516e+05,6.2516e+05,37737,804.99
2.2023,0.1727,1,6.7708e+05,-5.9695e+05,25.905,6.7578e+05,6.7578e+05,51495,1090.4
1.5467,0.23549,0.84928,7.7545e+05,-6.7606e+05,30,4.3278e+05,4.3278e+05,58319,1248.8
1.9882,0.16907,0.99999,6.2297e+05,-5.4533e+05,25.36,6.6072e+05,6.6072e+05,47042,1003.3
2.4974,0.24242,0.82501,1.0606e+06,-9.6133e+05,30,5.1119e+05,5.1119e+05,82927,1708.1
1.8685,0.18612,0.99955,6.6604e+05,-5.7636e+05,27.906,6.7609e+05,6.7609e+05,49719,1072.6
1.7368,0.16051,0.97548,5.4713e+05,-4.7799e+05,23.486,6.3842e+05,6.3842e+05,41233,881.12
1.84,0.19115,0.99508,6.7971e+05,-5.8694e+05,28.532,6.8085e+05,6.8085e+05,50631,1094.6
2.3187,0.22647,0.88313,9.3955e+05,-8.3999e+05,30,4.8106e+05,4.8106e+05,72460,1513.1
2.2383,0.2087,0.95832,8.3948e+05,-7.3938e+05,30,4.5832e+05,4.5832e+05,63781,1351.9
2.2895,0.21001,0.95235,8.5722e+05,-7.5716e+05,30,4.6296e+05,4.6296e+05,65315,1380.5
1.6402,0.23634,0.84623,8.0333e+05,-7.0395e+05,30,4.4039e+05,4.4039e+05,60725,1293.7
1.9555,0.24438,0.8184,9.195e+05,-8.2021e+05,30,4.7131e+05,4.7131e+05,70754,1480.8
1.9353,0.22691,0.88142,8.4427e+05,-7.4471e+05,30,4.539e+05,4.539e+05,64241,1359.6
2.2541,0.21577,0.92691,8.7522e+05,-7.7536e+05,30,4.6602e+05,4.6602e+05,66885,1409.5
2.0438,0.24589,0.81336,9.502e+05,-8.5092e+05,30,4.7959e+05,4.7959e+05,73403,1530.2
2.2968,0.15835,1,6.3409e+05,-5.635e+05,23.752,6.6201e+05,6.6201e+05,48609,1021.2
2.2271,0.21979,0.90994,8.8678e+05,-7.8704e+05,30,4.68e+05,4.68e+05,67893,1428.1
1.671,0.18031,0.96266,6.0645e+05,-5.2617e+05,26.037,6.554e+05,6.554e+05,45389,976.65
1.7244,0.21105,0.94749,7.3112e+05,-6.3113e+05,29.996,4.2603e+05,4.2603e+05,54443,1177.4
2.2071,0.17052,1,6.6891e+05,-5.9028e+05,25.577,6.7316e+05,6.7316e+05,50919,1077.2
2.244,0.18985,1,7.5735e+05,-6.648e+05,28.478,4.3396e+05,4.3396e+05,57347,1219.7
2.4583,0.19643,1,8.3088e+05,-7.3324e+05,29.464,4.581e+05,4.581e+05,63251,1338.1
2.1716,0.2205,0.90701,8.7635e+05,-7.7663e+05,30,4.6479e+05,4.6479e+05,66995,1411.3
2.0066,0.2011,0.99439,7.5429e+05,-6.5389e+05,29.997,4.3654e+05,4.3654e+05,56406,1214.7
1.8051,0.16541,0.98854,5.7655e+05,-5.0276e+05,24.527,6.4722e+05,6.4722e+05,43370,928.5
1.5531,0.16143,0.93935,5.1903e+05,-4.5346e+05,22.745,6.3012e+05,6.3012e+05,39117,835.87
1.7734,0.2,0.98224,6.9973e+05,-6.0225e+05,29.467,4.1808e+05,4.1808e+05,51952,1126.9
1.9954,0.19493,0.99999,7.2672e+05,-6.3026e+05,29.239,4.2686e+05,4.2686e+05,54368,1170.3
2.0136,0.17797,0.99999,6.6272e+05,-5.789e+05,26.695,6.7309e+05,6.7309e+05,49938,1067.3
1.5788,0.23262,0.85975,7.7393e+05,-6.7449e+05,30,4.3288e+05,4.3288e+05,58184,1246.4
2.0458,0.15967,0.99999,5.9636e+05,-5.2492e+05,23.95,6.5235e+05,6.5235e+05,45282,960.41
2.2775,0.16696,1,6.6688e+05,-5.9066e+05,25.044,6.7197e+05,6.7197e+05,50952,1074
1.8757,0.19833,0.99975,7.1476e+05,-6.1567e+05,29.742,4.2465e+05,4.2465e+05,53109,1151.1
1.9725,0.16433,0.99999,6.0173e+05,-5.2725e+05,24.649,6.5439e+05,6.5439e+05,45482,969.05
1.7304,0.17325,0.97425,5.9206e+05,-5.1492e+05,25.318,6.5135e+05,6.5135e+05,44419,953.47
2.465,0.23946,0.83521,1.0379e+06,-9.3851e+05,30,5.0547e+05,5.0547e+05,80959,1671.4
2.3398,0.18223,1,7.4381e+05,-6.5693e+05,27.334,4.2772e+05,4.2772e+05,56669,1197.9
1.796,0.20184,0.98583,7.1156e+05,-6.1204e+05,29.846,4.2283e+05,4.2283e+05,52797,1145.9
1.9221,0.20645,0.96871,7.5803e+05,-6.5784e+05,29.998,4.3544e+05,4.3544e+05,56748,1220.8
1.588,0.17994,0.9463,5.8909e+05,-5.113e+05,25.541,6.4978e+05,6.4978e+05,44107,948.7
2.1548,0.1683,1,6.5023e+05,-5.731e+05,25.245,6.6778e+05,6.6778e+05,49438,1047.2
1.5828,0.15083,0.94528,4.8806e+05,-4.2787e+05,21.386,6.2228e+05,6.2228e+05,36909,785.99
2.2585,0.22235,0.89948,9.059e+05,-8.0623e+05,30,4.7268e+05,4.7268e+05,69548,1458.9
2.0712,0.23957,0.83484,9.3165e+05,-8.3232e+05,30,4.7563e+05,4.7563e+05,71798,1500.4
1.6149,0.21402,0.93426,7.1659e+05,-6.1671e+05,29.993,4.2097e+05,4.2097e+05,53200,1154
1.6464,0.16226,0.95785,5.3802e+05,-4.6984e+05,23.313,6.3549e+05,6.3549e+05,40530,866.45
1.6293,0.22473,0.88994,7.588e+05,-6.592e+05,29.999,4.3027e+05,4.3027e+05,56864,1222
2.301,0.2289,0.87373,9.4608e+05,-8.4657e+05,30,4.8223e+05,4.8223e+05,73027,1523.6
1.8117,0.22822,0.87632,8.1798e+05,-7.1846e+05,30,4.4616e+05,4.4616e+05,61976,1317.3
1.6077,0.22742,0.87942,7.6298e+05,-6.6344e+05,29.999,4.3086e+05,4.3086e+05,57231,1228.7
1.693,0.16752,0.96697,5.6473e+05,-4.9222e+05,24.298,6.4315e+05,6.4315e+05,42460,909.47
1.8812,0.18892,0.99987,6.7937e+05,-5.8755e+05,28.334,6.8063e+05,6.8063e+05,50684,1094.1
1.6544,0.23075,0.86673,7.8693e+05,-6.8746e+05,30,4.3688e+05,4.3688e+05,59302,1267.3
1.9331,0.1832,0.99998,6.6759e+05,-5.8001e+05,27.479,6.7573e+05,6.7573e+05,50033,1075.1
1.9539,0.22909,0.87302,8.5781e+05,-7.5831e+05,30,4.572e+05,4.572e+05,65414,1381.5
2.4815,0.23031,0.8684,9.9905e+05,-8.9957e+05,30,4.9687e+05,4.9687e+05,77599,1608.9
1.8938,0.23462,0.85243,8.6417e+05,-7.6477e+05,30,4.5774e+05,4.5774e+05,65971,1391.7
2.126,0.16864,1,6.4638e+05,-5.6902e+05,25.296,6.6682e+05,6.6682e+05,49085,1040.9
2.4535,0.20301,0.98515,8.6086e+05,-7.6052e+05,30,4.6715e+05,4.6715e+05,65605,1386.4
1.6607,0.19417,0.96061,6.5441e+05,-5.648e+05,27.979,6.7095e+05,6.7095e+05,48721,1053.9
1.6365,0.20916,0.95387,7.0378e+05,-6.0411e+05,29.926,4.1841e+05,4.1841e+05,52112,1133.4
2.0759,0.22963,0.87095,8.9141e+05,-7.9191e+05,30,4.6655e+05,4.6655e+05,68313,1435.6
2.1344,0.22538,0.8874,8.8823e+05,-7.8864e+05,30,4.6677e+05,4.6677e+05,68031,1430.4
1.5319,0.187,0.9351,6.0245e+05,-5.216e+05,26.23,6.5361e+05,6.5361e+05,44995,970.2
2.3488,0.18553,1,7.5994e+05,-6.7063e+05,27.829,4.3331e+05,4.3331e+05,57851,1223.8
1.7797,0.20422,0.97839,7.1726e+05,-6.1713e+05,29.972,4.2425e+05,4.2425e+05,53235,1155.1
2.0954,0.19054,1,7.2969e+05,-6.3662e+05,28.58,4.2617e+05,4.2617e+05,54917,1175.1
1.9457,0.20558,0.9728,7.5974e+05,-6.5953e+05,29.998,4.3627e+05,4.3627e+05,56893,1223.5
2.2458,0.18397,1,7.3271e+05,-6.4455e+05,27.596,4.2502e+05,4.2502e+05,55601,1180
2.4197,0.20023,0.99884,8.3983e+05,-7.3937e+05,30,4.6234e+05,4.6234e+05,63780,1352.5
2.219,0.1558,1,6.1033e+05,-5.4135e+05,23.371,6.5549e+05,6.5549e+05,46698,982.9
1.5733,0.18266,0.94337,5.9574e+05,-5.1657e+05,25.848,6.5171e+05,6.5171e+05,44561,959.4
1.7835,0.21051,0.94997,7.4272e+05,-6.427e+05,29.997,4.2956e+05,4.2956e+05,55441,1196.1
1.887,0.19539,0.99991,7.0571e+05,-6.0891e+05,29.306,4.2089e+05,4.2089e+05,52526,1136.5
2.0502,0.20736,0.96447,7.9079e+05,-6.9064e+05,29.999,4.4464e+05,4.4464e+05,59577,1273.5
1.7588,0.20951,0.95446,7.3316e+05,-6.331e+05,29.996,4.2712e+05,4.2712e+05,54613,1180.7
1.5628,0.22786,0.8777,7.5311e+05,-6.5358e+05,29.999,4.2799e+05,4.2799e+05,56379,1212.8
2.3588,0.20076,0.99621,8.2922e+05,-7.2878e+05,29.999,4.5891e+05,4.5891e+05,62867,1335.4
2.16,0.15761,1,6.0773e+05,-5.376e+05,23.642,6.5504e+05,6.5504e+05,46375,978.71
1.521,0.17436,0.93292,5.5705e+05,-4.8454e+05,24.399,6.403e+05,6.403e+05,41798,897.1
2.1958,0.21907,0.91293,8.7595e+05,-7.7619e+05,30,4.6513e+05,4.6513e+05,66956,1410.7
2.0661,0.21753,0.91942,8.3789e+05,-7.3809e+05,30,4.547e+05,4.547e+05,63670,1349.4
2.0635,0.1722,0.99999,6.4922e+05,-5.6944e+05,25.83,6.6824e+05,6.6824e+05,49121,1045.5
2.1552,0.16617,1,6.4161e+05,-5.6591e+05,24.925,6.6514e+05,6.6514e+05,48817,1033.3
2.0201,0.21337,0.93734,8.0936e+05,-7.0943e+05,30,4.4785e+05,4.4785e+05,61197,1303.4
2.479,0.22298,0.89695,9.6346e+05,-8.6381e+05,30,4.8895e+05,4.8895e+05,74515,1551.6
2.3066,0.19657,1,7.9931e+05,-7.0156e+05,29.485,4.4884e+05,4.4884e+05,60519,1287.2
2.3428,0.15738,1,6.3784e+05,-5.6786e+05,23.607,6.6287e+05,6.6287e+05,48985,1027.2
2.4938,0.18417,1,7.8283e+05,-6.9453e+05,27.625,4.3949e+05,4.3949e+05,59912,1260.7
2.3879,0.21456,0.93212,9.0141e+05,-8.0151e+05,30,4.7402e+05,4.7402e+05,69141,1451.7
