1.6918,0.16964,0.96673,5.721e+05,-4.9826e+05,24.6,6.4526e+05,6.4526e+05,42982,921.33
1.6681,0.17823,0.96209,5.9842e+05,-5.1963e+05,25.721,6.5294e+05,6.5294e+05,44825,963.73
1.83,0.19496,0.99315,6.9232e+05,-5.9694e+05,29.045,4.158e+05,4.158e+05,51494,1114.9
1.9937,0.23347,0.85664,8.8589e+05,-7.8646e+05,30,4.6409e+05,4.6409e+05,67843,1426.7
1.5056,0.2307,0.86689,7.4824e+05,-6.4877e+05,29.999,4.2607e+05,4.2607e+05,55965,1205
1.974,0.21496,0.93041,8.0512e+05,-7.0524e+05,30,4.461e+05,4.461e+05,60836,1296.6
1.741,0.2423,0.82542,8.5228e+05,-7.5297e+05,30,4.5296e+05,4.5296e+05,64953,1372.5
1.6618,0.17608,0.96087,5.8957e+05,-5.1234e+05,25.378,6.5024e+05,6.5024e+05,44196,949.47
1.7752,0.1906,0.98284,6.6467e+05,-5.742e+05,28.1,6.751e+05,6.751e+05,49532,1070.4
1.68,0.22419,0.89209,7.6952e+05,-6.699e+05,29.999,4.3342e+05,4.3342e+05,57788,1239.3
2.3635,0.17994,1,7.3852e+05,-6.5329e+05,26.992,4.256e+05,4.256e+05,56355,1189.3
2.0605,0.21433,0.93312,8.2297e+05,-7.2307e+05,30,4.5145e+05,4.5145e+05,62374,1325.3
1.928,0.17405,0.99997,6.3116e+05,-5.5009e+05,26.107,6.6381e+05,6.6381e+05,47453,1016.4
1.5629,0.17687,0.94132,5.7365e+05,-4.9848e+05,24.974,6.4515e+05,6.4515e+05,43000,923.82
2.3443,0.18493,1,7.5643e+05,-6.6756e+05,27.74,4.3212e+05,4.3212e+05,57586,1218.2
2.3478,0.17371,1,7.0856e+05,-6.2773e+05,26.057,6.8447e+05,6.8447e+05,54150,1141.1
2.2028,0.1595,1,6.2277e+05,-5.5143e+05,23.926,6.592e+05,6.592e+05,47568,1002.9
1.9974,0.248,0.80644,9.4572e+05,-8.4646e+05,30,4.7797e+05,4.7797e+05,73018,1523
1.6635,0.237,0.84387,8.1191e+05,-7.1254e+05,30,4.4266e+05,4.4266e+05,61466,1307.5
1.9217,0.24634,0.8119,9.178e+05,-8.1853e+05,30,4.7049e+05,4.7049e+05,70609,1478.1
2.0476,0.22567,0.88626,8.676e+05,-7.6802e+05,30,4.6083e+05,4.6083e+05,66252,1397.2
1.7663,0.2196,0.91073,7.7363e+05,-6.7389e+05,29.999,4.3574e+05,4.3574e+05,58132,1245.9
1.8066,0.15945,0.98883,5.5487e+05,-4.8486e+05,23.65,6.4099e+05,6.4099e+05,41825,893.58
1.535,0.17045,0.93573,5.4642e+05,-4.7593e+05,23.924,6.374e+05,6.374e+05,41055,879.97
2.3872,0.22357,0.89457,9.4342e+05,-8.4379e+05,30,4.8303e+05,4.8303e+05,72788,1519.3
1.6588,0.18828,0.96025,6.3271e+05,-5.4733e+05,27.119,6.6367e+05,6.6367e+05,47214,1018.9
2.0591,0.22104,0.9048,8.5107e+05,-7.5137e+05,30,4.5741e+05,4.5741e+05,64815,1370.6
2.3371,0.1735,1,7.0563e+05,-6.2495e+05,26.025,6.8363e+05,6.8363e+05,53910,1136.4
2.116,0.16267,1,6.205e+05,-5.4711e+05,24.4,6.5905e+05,6.5905e+05,47195,999.27
1.7108,0.19518,0.97037,6.6856e+05,-5.7667e+05,28.41,6.7612e+05,6.7612e+05,49745,1076.7
2.2438,0.15982,1,6.3112e+05,-5.5958e+05,23.973,6.6143e+05,6.6143e+05,48271,1016.4
1.8982,0.2361,0.84708,8.7117e+05,-7.7179e+05,30,4.594e+05,4.594e+05,66577,1403
2.2229,0.24619,0.81238,1.0016e+06,-9.0228e+05,30,4.9386e+05,4.9386e+05,77833,1612.9
1.8244,0.17473,0.99222,6.1456e+05,-5.3407e+05,26.005,6.5887e+05,6.5887e+05,46070,989.71
2.1639,0.23191,0.8624,9.2389e+05,-8.2444e+05,30,4.7517e+05,4.7517e+05,71119,1487.9
1.6366,0.2457,0.81399,8.3568e+05,-7.364e+05,30,4.4781e+05,4.4781e+05,63524,1345.8
1.8895,0.2293,0.8722,8.4213e+05,-7.4263e+05,30,4.5272e+05,4.5272e+05,64061,1356.2
2.3147,0.24002,0.83327,9.9967e+05,-9.0034e+05,30,4.9461e+05,4.9461e+05,77666,1609.9
2.0719,0.2375,0.84209,9.2327e+05,-8.2391e+05,30,4.7371e+05,4.7371e+05,71073,1486.9
2.0228,0.18185,0.99999,6.7993e+05,-5.9333e+05,27.277,6.787e+05,6.787e+05,51182,1095
2.4951,0.19665,1,8.397e+05,-7.4189e+05,29.498,4.6081e+05,4.6081e+05,63998,1352.3
1.9982,0.17129,0.99999,6.3349e+05,-5.5434e+05,25.693,6.6389e+05,6.6389e+05,47819,1020.2
1.8258,0.16864,0.99248,5.9208e+05,-5.1567e+05,25.105,6.5197e+05,6.5197e+05,44483,953.5
1.6983,0.19011,0.96797,6.4736e+05,-5.5952e+05,27.603,6.6872e+05,6.6872e+05,48266,1042.5
1.7167,0.20922,0.95569,7.2238e+05,-6.2234e+05,29.992,4.2409e+05,4.2409e+05,53685,1163.3
1.6145,0.1887,0.95156,6.2522e+05,-5.4084e+05,26.933,6.6106e+05,6.6106e+05,46654,1006.9
1.5337,0.1556,0.93547,4.9608e+05,-4.3426e+05,21.833,6.2419e+05,6.2419e+05,37460,798.9
1.8743,0.2244,0.89124,8.1895e+05,-7.1933e+05,30,4.4735e+05,4.4735e+05,62052,1318.9
1.8042,0.2228,0.89767,7.9522e+05,-6.9556e+05,30,4.4103e+05,4.4103e+05,60001,1280.6
1.9167,0.20938,0.95515,7.6885e+05,-6.6877e+05,29.999,4.3751e+05,4.3751e+05,57690,1238.2
1.8106,0.19195,0.98955,6.7689e+05,-5.8438e+05,28.492,6.7965e+05,6.7965e+05,50411,1090.1
1.6881,0.15718,0.96601,5.2716e+05,-4.6111e+05,22.775,6.3273e+05,6.3273e+05,39777,848.96
1.8706,0.20087,0.99484,7.2377e+05,-6.2348e+05,29.975,4.2752e+05,4.2752e+05,53783,1165.6
2.1943,0.21526,0.9291,8.587e+05,-7.5883e+05,30,4.6144e+05,4.6144e+05,65459,1382.9
2.4141,0.19758,1,8.2666e+05,-7.2812e+05,29.637,4.5738e+05,4.5738e+05,62810,1331.3
1.6858,0.22459,0.89051,7.7244e+05,-6.7283e+05,29.999,4.3415e+05,4.3415e+05,58040,1244
2.0085,0.16162,0.99999,5.9754e+05,-5.2484e+05,24.243,6.5292e+05,6.5292e+05,45274,962.3
2.4046,0.16084,1,6.6328e+05,-5.9108e+05,24.126,6.7005e+05,6.7005e+05,50988,1068.2
